model_key,base_model,tulu_model,tulu_model_weight,science_model,science_model_weight,merge_method,bbh_cot,bbh_direct,codex_eval_temp_0.1,codex_eval_temp_0.8,gsm_cot,gsm_direct,mmlu_0shot,mmlu_5shot,toxigen,truthfulqa,tydiqa_goldp_1shot,tydiqa_no_context_1shot,alpaca_farm,bioasq,biored,discomat,evidence_inference,multicite,mup,qasper,scierc,scifact,mean,median,invert_toxigen,Tulu Average (Other Evals),Tulu Average (Tulu Subset),Science Average,Combo,Order
tulu_2_7b_continued_ft-tulu_none-science_500,tulu_2_7b_continued_ft,tulu_none,0.0,science_500,1.0,N/A,0.448148148148148,0.3675925925925925,0.1603658536585366,0.2639928786761076,0.255,0.065,0.46546076057541663,0.48404785643070786,0.91,0.4369645042839657,0.5565389738078614,0.14121178707818585,0.12609238451935081,0.43508,0.53062,0.53819,0.0,0.48537,0.17608,0.09148,0.37002,0.62727,0.34195,0.40513,0.08999999999999997,0.28371099103178843,0.3302747062513563,0.34195,Tulu 2 7B -> Tulu None & Science 500,0.0
llama_2_7b-tulu_all-science_200,llama_2_7b,tulu_all,1.0,science_200,1.0,N/A,0.4722222222222222,0.3703703703703703,0.23262195121951218,0.3790586820111852,0.37,0.075,0.507050277738214,0.5108958837772397,0.8122857142857143,0.5006119951040392,0.5166159976979641,0.14565628893704494,0.2908863920099875,0.43121,0.42009,0.55396,0.02575,0.44085,0.19344,0.07754,0.32954,0.6063,0.31275,0.32954,0.18771428571428572,0.3075733963469011,0.4030199815622373,0.31275,Llama 2 7B -> Tulu All & Science 200,1.0
llama_2_7b-tulu_match-science_1000,llama_2_7b,tulu_match,1.0,science_1000,1.0,N/A,0.44259259259259265,0.3592592592592593,0.15640243902439024,0.3027684437061089,0.21,0.055,0.47414898162654895,0.483834211650762,0.798,0.4528763769889841,0.5079704173373827,0.13581982898251357,0.3619402985074627,0.42276,0.56128,0.62846,0.0,0.482,0.27288,0.1153,0.36034,0.57436,0.35566,0.42276,0.20199999999999996,0.2790249917612812,0.36928713884488495,0.35566,Llama 2 7B -> Tulu Match & Science 1000,1.0
llama_2_7b-tulu_none-science_200,llama_2_7b,tulu_none,0.0,science_200,1.0,N/A,0.3453703703703703,0.3351851851851852,0.10579268292682928,0.14986832996347457,0.145,0.09,0.4035037743911124,0.42565161657883493,0.8187142857142857,0.30599755201958384,0.5480005384647941,0.15399513644079005,0.052173913043478265,0.38155,0.53056,0.65447,0.00291,0.48977,0.19399,0.08065,0.34275,0.56,0.33967,0.34275,0.18128571428571427,0.2560460396184124,0.26640002406731594,0.33967,Llama 2 7B -> Tulu None & Science 200,0.0
tulu_2_7b_continued_ft-tulu_none-science_upsample,tulu_2_7b_continued_ft,tulu_none,0.0,science_upsample,1.0,N/A,0.38703703703703707,0.37777777777777777,0.14420731707317072,0.21391595454307832,0.21,0.04,0.45940749181028345,0.4701609457342259,0.8352857142857143,0.42962056303549573,0.48660122358865043,0.12306702288502618,0.17288557213930347,0.40483,0.52734,0.5332,0.0,0.45395,0.28941,0.12926,0.25026,0.66667,0.33744,0.40346,0.1647142857142857,0.2708956682007378,0.3155227659835168,0.33744,Tulu 2 7B -> Tulu None & Science Upsample,0.0
tulu_2_7b_continued_ft-tulu_match-science_200,tulu_2_7b_continued_ft,tulu_match,1.0,science_200,1.0,N/A,0.43240740740740735,0.38703703703703707,0.19725609756097562,0.36030824306705905,0.295,0.075,0.49601196410767695,0.5058396239851873,0.841,0.5238678090575275,0.5305525412227037,0.13347800618402098,0.4664179104477612,0.393,0.4736,0.60591,0.018,0.32448,0.1314,0.0838,0.32454,0.60729,0.30407,0.32454,0.15900000000000003,0.3007417314587347,0.407945734413767,0.30407,Tulu 2 7B -> Tulu Match & Science 200,1.0
llama_2_7b-tulu_all-science_2500,llama_2_7b,tulu_all,1.0,science_2500,1.0,N/A,0.45648148148148143,0.40185185185185185,0.20518292682926828,0.3724085464863612,0.34,0.065,0.5026349522859992,0.5145990599629683,0.7997142857142857,0.49571603427172584,0.5207929429984334,0.1372321227205321,0.3599003735990037,0.44864,0.57175,0.5901,0.03818,0.47593,0.2065,0.15369,0.34936,0.63348,0.35618,0.39243,0.2002857142857143,0.30641083688793147,0.40602750567608986,0.35618,Llama 2 7B -> Tulu All & Science 2500,1.0
llama_2_7b-tulu_match-science_200,llama_2_7b,tulu_match,1.0,science_200,1.0,N/A,0.426851851851852,0.32685185185185195,0.17865853658536585,0.3086797009529774,0.2,0.07,0.45919384703033755,0.46282580828941744,0.7735714285714286,0.46511627906976744,0.5268445613654043,0.15232505014952857,0.3701863354037267,0.3482,0.53171,0.60136,0.03192,0.325,0.20382,0.09676,0.35748,0.57143,0.31789,0.33856,0.22642857142857142,0.2755811758609302,0.3729126433878296,0.31789,Llama 2 7B -> Tulu Match & Science 200,1.0
llama_2_7b-tulu_none-science_2500,llama_2_7b,tulu_none,0.0,science_2500,1.0,N/A,0.37500000000000006,0.3314814814814816,0.1173780487804878,0.17578405321930204,0.125,0.05,0.4104828372026777,0.4348383421165076,0.8255714285714286,0.31334149326805383,0.5338153601501143,0.15142637612916313,0.06343283582089553,0.4392,0.53589,0.54904,0.00253,0.54563,0.26745,0.31116,0.32839,0.67308,0.38597,0.43503,0.17442857142857138,0.25332709843735796,0.27141064388620184,0.38597,Llama 2 7B -> Tulu None & Science 2500,0.0
tulu_2_7b_continued_ft-tulu_match-science_2500,tulu_2_7b_continued_ft,tulu_match,1.0,science_2500,1.0,N/A,0.44537037037037036,0.3712962962962963,0.18475609756097558,0.33384651292225104,0.32,0.07,0.49494374020794757,0.5061956986184304,0.8542857142857143,0.5299877600979193,0.4990730943685409,0.1204396884533865,0.43656716417910446,0.4034,0.5342,0.57851,0.03472,0.50357,0.22643,0.1128,0.29254,0.70042,0.3527,0.4034,0.14571428571428569,0.2931472465912532,0.40068786598255246,0.3527,Tulu 2 7B -> Tulu Match & Science 2500,1.0
llama_2_7b-tulu_all-science_500,llama_2_7b,tulu_all,1.0,science_500,1.0,N/A,0.4703703703703703,0.38796296296296295,0.21310975609756094,0.3570344129554656,0.335,0.055,0.5004272895598918,0.5101125195841049,0.8101428571428572,0.5079559363525091,0.5204441940142067,0.13840649364854302,0.34706616729088646,0.42656,0.55976,0.56421,0.0382,0.4015,0.18819,0.1216,0.35315,0.66116,0.33733,0.35315,0.18985714285714284,0.30245070864621276,0.4035194391750591,0.33733,Llama 2 7B -> Tulu All & Science 500,1.0
tulu_2_7b_continued_ft-tulu_match-science_500,tulu_2_7b_continued_ft,tulu_match,1.0,science_500,1.0,N/A,0.4555555555555557,0.3907407407407406,0.18231707317073173,0.3719126716370543,0.325,0.05,0.4946588805013531,0.5096852300242131,0.8614285714285714,0.5532435740514076,0.5131185064314991,0.1301685863455371,0.473225404732254,0.4165,0.51074,0.59745,0.02309,0.39487,0.26154,0.11378,0.38545,0.675,0.35034,0.39487,0.13857142857142857,0.295432810050906,0.4156607526850691,0.35034,Tulu 2 7B -> Tulu Match & Science 500,1.0
llama_2_7b-tulu_match-science_2500,llama_2_7b,tulu_match,1.0,science_2500,1.0,N/A,0.4675925925925927,0.35555555555555557,0.19146341463414634,0.3247182902802853,0.295,0.06,0.480985614584817,0.48903290129611166,0.787,0.46878824969400246,0.5041736331109584,0.1451337052063868,0.35447761194029853,0.45629,0.57417,0.59339,0.04221,0.23839,0.25737,0.1263,0.33237,0.61165,0.33692,0.33237,0.21299999999999997,0.28836974633138535,0.38859199902536934,0.33692,Llama 2 7B -> Tulu Match & Science 2500,1.0
llama_2_7b-tulu_none-science_500,llama_2_7b,tulu_none,0.0,science_500,1.0,N/A,0.35462962962962963,0.34074074074074073,0.11920731707317074,0.20127175644713213,0.12,0.07,0.40414470873095,0.43825665859564167,0.8132857142857143,0.33414932680538556,0.55387816202736,0.1507303071465992,0.05985037406483791,0.44207,0.59266,0.57151,0.0188,0.47788,0.30262,0.37619,0.37767,0.60426,0.39319,0.39759,0.18671428571428572,0.259531947025299,0.2768297804274476,0.39319,Llama 2 7B -> Tulu None & Science 500,0.0
linear_weighted-llama_2_7b-tulu_all_0.1-science_100_0.9,llama_2_7b,tulu_all,0.1,science_100,0.9,linear_weighted,0.3833333333333333,0.3305555555555556,0.1277439024390244,0.21140182780294536,0.165,0.075,0.42515311209229456,0.45406637231163655,0.7971428571428572,0.3427172582619339,0.5618168023028853,0.1528455750286596,0.06832298136645963,0.42857,0.56079,0.57562,0.01597,0.37168,0.17672,0.07495,0.27946,0.53953,0.30851,0.27946,0.20285714285714285,0.26571296294108543,0.2950753072521244,0.30851,"Llama 2 7B -> Tulu All merged with Science 100, linear_weighted",0.1
linear_weighted-llama_2_7b-tulu_all_0.1-science_1000_0.9,llama_2_7b,tulu_all,0.1,science_1000,0.9,linear_weighted,0.41203703703703703,0.3185185185185185,0.13932926829268294,0.20698634692348353,0.16,0.05,0.4373308645492095,0.4550633812847173,0.8424285714285714,0.3329253365973072,0.5400400879151419,0.1485466164728714,0.07213930348258707,0.41825,0.65908,0.61321,0.01061,0.54518,0.30079,0.26927,0.3657,0.65179,0.39957,0.41825,0.15757142857142858,0.2610868609755846,0.28987880063452437,0.39957,"Llama 2 7B -> Tulu All merged with Science 1000, linear_weighted",0.1
linear_weighted-llama_2_7b-tulu_all_0.1-science_200_0.9,llama_2_7b,tulu_all,0.1,science_200,0.9,linear_weighted,0.3666666666666667,0.3518518518518518,0.12164634146341465,0.1979633718618465,0.15,0.09,0.42216208517305226,0.45000712149266486,0.8171428571428572,0.3317013463892289,0.5538940275074459,0.15503428433038927,0.07587064676616916,0.39279,0.55168,0.64875,0.00581,0.48747,0.20492,0.09072,0.34537,0.55705,0.34703,0.34921,0.18285714285714283,0.2697577867718309,0.285139410902694,0.34703,"Llama 2 7B -> Tulu All merged with Science 200, linear_weighted",0.1
linear_weighted-llama_2_7b-tulu_all_0.1-science_2500_0.9,llama_2_7b,tulu_all,0.1,science_2500,0.9,linear_weighted,0.39351851851851843,0.33518518518518525,0.1323170731707317,0.20852961506514328,0.155,0.04,0.43270189431704886,0.4512177752456915,0.8277142857142857,0.33659730722154224,0.5399977437509866,0.15903607945391632,0.07960199004975124,0.42308,0.58392,0.56545,0.01591,0.54416,0.27155,0.36548,0.32538,0.68519,0.39939,0.42308,0.17228571428571426,0.2614956480502027,0.28977909790108813,0.39939,"Llama 2 7B -> Tulu All merged with Science 2500, linear_weighted",0.1
