model_key,base_model,tulu_model,tulu_model_weight,domain_model,domain_model_weight,merge_method,bbh_cot,bbh_direct,codex_eval_temp_0.1,codex_eval_temp_0.8,gsm_cot,gsm_direct,mmlu_0shot,mmlu_5shot,toxigen,truthfulqa,tydiqa_goldp_1shot,tydiqa_no_context_1shot,alpaca_eval,codex_eval_plus_temp_0.1,codex_eval_plus_temp_0.8,mbpp_temp_0.1,mbpp_temp_0.8,bioasq_f1,biored_f1,discomat_bleu,evidence_inference_f1_exact,evidence_inference_f1_overlap,evidence_inference_f1_substring,multicite_f1,mup_lm_judge_reference,mup_rouge,qasper_f1_answer,qasper_f1_evidence,qasper_lm_judge_answer,scierc_f1,scifact_f1_evidence_sent,scifact_f1_evidence_token,scifact_f1_label,mean_null,median_null,bioasq_f1_TEST,biored_f1_TEST,discomat_bleu_TEST,evidence_inference_f1_exact_TEST,evidence_inference_f1_overlap_TEST,evidence_inference_f1_substring_TEST,multicite_f1_TEST,mup_lm_judge_reference_TEST,mup_rouge_TEST,qasper_f1_answer_TEST,qasper_f1_evidence_TEST,qasper_lm_judge_answer_TEST,scierc_f1_TEST,scifact_f1_evidence_sent_TEST,scifact_f1_evidence_token_TEST,scifact_f1_label_TEST,mean_null_TEST,median_null_TEST,harmbench,safe_average,unsafe_average
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_100_0.2,llama_2_7b,tulu_all,1.0,science_100,0.2,task_arithmetic,0.4824074074074074,0.41296296296296287,0.19085365853658537,0.3359927846826586,0.3,0.09,0.49508617006124483,0.5094715852442672,0.6448571428571429,0.4920440636474908,50.74718576711161,13.061115330674944,73.69077306733168,0.0,0.0,0.0,0.0,0.44969,0.4065,0.50738,0.00294,0.14265,0.04559,0.34276,0.0,0.2047,0.16363,0.26993,0.0,0.23333,0.30095,0.40614,0.58667,0.32802,0.30095,0.3586,0.38329,0.52288,0.0,0.16026,0.04391,0.37288,0.0,0.20454,0.11598,0.25222,0.0,0.25175,0.26986,0.41142,0.57289,0.31501,0.26986,,,
linear_weighted-llama_2_7b-tulu_all_0.1-llama_2_7b-tulu_none-science_200_0.9,llama_2_7b,tulu_all,0.1,science_200,0.9,linear_weighted,0.3527777777777778,0.3407407407407408,0.12347560975609756,0.20327680701085518,0.145,0.07,0.40927218344965105,0.4025067654180316,0.7418571428571429,0.31211750305997554,55.377338410583164,15.163116893125524,10.526315789473683,0.0,0.0,0.0,0.0,0.40293,0.57083,0.65038,0.00339,0.09831,0.05424,0.48681,0.0,0.16618,0.19329,0.42203,0.0,0.34436,0.34526,0.41701,0.54849,0.38444,0.40293,0.27575,0.54397,0.63064,0.0,0.07961,0.02895,0.51903,0.0,0.16813,0.18518,0.43823,0.0,0.3061,0.28472,0.38034,0.52941,0.36007,0.3061,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_100_0.1,llama_2_7b,tulu_all,1.0,science_100,0.1,task_arithmetic,0.48981481481481487,0.41296296296296303,0.1899390243902439,0.34142493276564106,0.31,0.07,0.49430280586810993,0.508545791197835,0.6334285714285715,0.47980416156670747,49.4311760593513,13.107960015135655,73.8125,0.0,0.0,0.0,0.0,0.44904,0.3744,0.47195,0.0029,0.14949,0.03774,0.36558,0.0,0.20384,0.17059,0.27358,0.0,0.1675,0.27465,0.39438,0.58559,0.31693,0.27465,0.40909,0.36021,0.49964,0.0,0.14208,0.0306,0.40557,0.0,0.2037,0.12693,0.24232,0.0,0.17008,0.2699,0.40026,0.57289,0.30931,0.2699,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_100_0.8,llama_2_7b,tulu_all,1.0,science_100,0.8,task_arithmetic,0.47592592592592603,0.4018518518518519,0.17073170731707318,0.309415575929017,0.29,0.07,0.484403931063951,0.4898874804158952,0.5262857142857142,0.5030599755201959,54.069947398301224,13.389257020931943,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.56199,0.0,0.00162,0.06958,0.04369,0.3337,0.0,0.19119,0.17052,0.38268,0.0,0.29283,0.23026,0.29182,0.41975,0.24114,0.23026,0.0,0.54152,0.0,0.0,0.07971,0.02174,0.36317,0.0,0.18946,0.14135,0.36426,0.0,0.27929,0.19847,0.28717,0.4375,0.23589,0.19847,,,
linear_weighted-llama_2_7b-tulu_all_0.6-llama_2_7b-tulu_none-science_100_0.4,llama_2_7b,tulu_all,0.6,science_100,0.4,linear_weighted,0.4574074074074074,0.4175925925925926,0.17042682926829267,0.31590082687832444,0.26,0.095,0.48283720267768127,0.49259364762854296,0.6721428571428572,0.4112607099143207,54.360504397838184,15.25597387367015,55.8125,0.0,0.0,0.0,0.0,0.45603,0.58246,0.53039,0.00438,0.14296,0.05543,0.31668,0.0,0.18583,0.17262,0.33928,0.0,0.29056,0.32946,0.43382,0.56296,0.35539,0.32946,0.3308,0.51702,0.52794,0.0,0.14154,0.04308,0.34708,0.0,0.18664,0.14424,0.38062,0.0,0.28657,0.30245,0.41299,0.52459,0.33541,0.3308,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_100_0.5,llama_2_7b,tulu_all,1.0,science_100,0.5,task_arithmetic,0.4796296296296297,0.4222222222222222,0.1899390243902439,0.3215747572671986,0.27,0.075,0.4911693490955704,0.5012818686796753,0.6085714285714285,0.47368421052631576,54.11255832541893,13.267226065213755,69.45137157107231,0.0,0.0,0.0,0.0,0.08497,0.55888,0.54928,0.00147,0.1072,0.04405,0.32963,0.0,0.196,0.17013,0.30792,0.0,0.29929,0.27011,0.33871,0.47619,0.30451,0.29929,0.09709,0.54727,0.53951,0.0,0.13145,0.03842,0.3562,0.0,0.19622,0.1673,0.38237,0.0,0.30544,0.22866,0.34112,0.47536,0.31153,0.30544,,,
linear_weighted-llama_2_7b-tulu_all_0.9-llama_2_7b-tulu_none-science_100_0.1,llama_2_7b,tulu_all,0.9,science_100,0.1,linear_weighted,0.4648148148148149,0.36574074074074076,0.19542682926829266,0.3644134597562823,0.33,0.08,0.49586953425437974,0.5076199971514029,0.639,0.4528763769889841,50.39239641091565,13.326123457606847,71.66042446941323,0.0,0.0,0.0,0.0,0.45354,0.42026,0.53528,0.00299,0.17489,0.0568,0.33201,0.0,0.19763,0.13733,0.25596,0.0,0.25047,0.28671,0.37759,0.53982,0.32581,0.28671,0.38451,0.386,0.53627,0.0,0.13793,0.03664,0.35728,0.0,0.19636,0.13265,0.29884,0.0,0.2299,0.23601,0.37272,0.55635,0.31383,0.29884,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_100_0.9,llama_2_7b,tulu_all,1.0,science_100,0.9,task_arithmetic,0.4490740740740741,0.40555555555555545,0.1621951219512195,0.274584072387629,0.275,0.075,0.48369178179746475,0.4859706594502208,0.495,0.5006119951040392,54.08620760199694,13.311493972880069,62.219451371571076,0.0,0.0,0.0,0.0,0.0,0.5387,0.0,0.00351,0.06321,0.02634,0.3391,0.0,0.19088,0.16845,0.38121,0.0,0.28916,0.19476,0.23386,0.31081,0.22512,0.19476,0.0,0.54418,0.0,0.0,0.0761,0.02378,0.36769,0.0,0.18876,0.1374,0.35797,0.0,0.29275,0.18,0.25075,0.40876,0.23215,0.18876,,,
linear_weighted-llama_2_7b-tulu_all_0.5-llama_2_7b-tulu_none-science_100_0.5,llama_2_7b,tulu_all,0.5,science_100,0.5,linear_weighted,0.46574074074074073,0.39999999999999997,0.16615853658536586,0.32291330582880834,0.18,0.08,0.4715852442671984,0.4858282295969235,0.752,0.39167686658506734,54.9062153792872,15.243732093172977,46.88667496886675,0.0,0.0,0.0,0.0,0.39576,0.57815,0.54997,0.00286,0.13448,0.05293,0.31952,0.0,0.18053,0.18102,0.35576,0.0,0.29162,0.32971,0.4071,0.55474,0.35193,0.32971,0.33387,0.54718,0.51571,0.0,0.11167,0.04187,0.34923,0.0,0.18326,0.15949,0.40048,0.0,0.26852,0.2995,0.40612,0.51107,0.33454,0.33387,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_100_0.7,llama_2_7b,tulu_all,1.0,science_100,0.7,task_arithmetic,0.4638888888888888,0.412037037037037,0.18262195121951222,0.33046835932322605,0.305,0.06,0.48646916393676115,0.4933057968950292,0.5604285714285714,0.48592411260709917,54.32164151336075,13.657305330875479,67.22846441947566,0.0,0.0,0.0,0.0,0.0,0.58432,0.19174,0.00153,0.09916,0.04577,0.33006,0.0,0.19134,0.16575,0.3819,0.0,0.29009,0.29609,0.35475,0.52973,0.2782,0.29009,0.0,0.55694,0.25578,0.0,0.10381,0.03602,0.36266,0.0,0.19182,0.14951,0.39558,0.0,0.28324,0.24068,0.34463,0.5109,0.27736,0.25578,,,
linear_weighted-llama_2_7b-tulu_all_0.2-llama_2_7b-tulu_none-science_100_0.8,llama_2_7b,tulu_all,0.2,science_100,0.8,linear_weighted,0.42037037037037034,0.3657407407407408,0.13810975609756096,0.22485209893180144,0.145,0.075,0.4270759151118074,0.42529554194559177,0.8517142857142858,0.3488372093023256,55.146318064052394,15.28738579449429,15.336658354114713,0.0,0.0,0.0,0.0,0.14516,0.59176,0.57209,0.0,0.09804,0.04085,0.35987,0.0,0.17384,0.18681,0.37322,0.0,0.28848,0.30142,0.35853,0.55513,0.33144,0.30142,0.14423,0.53972,0.56517,0.0,0.08295,0.02765,0.38691,0.0,0.17537,0.15958,0.41976,0.0,0.301,0.26061,0.35731,0.51464,0.32272,0.301,,,
linear_weighted-llama_2_7b-tulu_all_0.8-llama_2_7b-tulu_none-science_100_0.2,llama_2_7b,tulu_all,0.8,science_100,0.2,linear_weighted,0.4666666666666665,0.41666666666666674,0.20396341463414636,0.32453640899612357,0.34,0.075,0.4913117789488677,0.5060532687651331,0.6237142857142857,0.4467564259485924,51.75955692182588,14.119806349773212,68.20448877805487,0.0,0.0,0.0,0.0,0.47419,0.49927,0.53568,0.0029,0.15942,0.05507,0.32282,0.0,0.1933,0.14274,0.2439,0.0,0.25775,0.24554,0.37189,0.54167,0.32875,0.25775,0.37764,0.47551,0.54469,0.0,0.16842,0.03579,0.34519,0.0,0.19241,0.09961,0.27618,0.0,0.2758,0.26474,0.4064,0.5463,0.32423,0.27618,,,
linear_weighted-llama_2_7b-tulu_all_0.7-llama_2_7b-tulu_none-science_100_0.3,llama_2_7b,tulu_all,0.7,science_100,0.3,linear_weighted,0.4907407407407406,0.38796296296296295,0.20396341463414636,0.358212400376185,0.31,0.09,0.48760860276313917,0.5004985044865404,0.6365714285714286,0.44063647490820074,53.670625883747284,14.654390487939699,60.98626716604245,0.0,0.0,0.0,0.0,0.46526,0.53907,0.53538,0.00286,0.15594,0.06581,0.31754,0.0,0.18741,0.142,0.30292,0.0,0.26273,0.30769,0.42683,0.57692,0.34481,0.30769,0.36364,0.53471,0.53681,0.0,0.17119,0.03967,0.34312,0.0,0.18929,0.12874,0.34616,0.0,0.28558,0.28894,0.41408,0.5368,0.33863,0.34312,,,
linear_weighted-llama_2_7b-tulu_all_0.4-llama_2_7b-tulu_none-science_100_0.6,llama_2_7b,tulu_all,0.4,science_100,0.6,linear_weighted,0.43888888888888883,0.3796296296296297,0.1600609756097561,0.27662001405677306,0.175,0.09,0.46104543512320184,0.47222617860703603,0.7675714285714286,0.3929008567931457,55.26771276737447,15.176895590539491,36.239103362391035,0.0,0.0,0.0,0.0,0.37691,0.58013,0.55232,0.00143,0.11461,0.05301,0.32713,0.0,0.1779,0.19546,0.42493,0.0,0.29819,0.31579,0.38235,0.55882,0.35656,0.32713,0.29882,0.54817,0.54002,0.0,0.1155,0.03445,0.35735,0.0,0.18021,0.162,0.41788,0.0,0.26653,0.28571,0.37817,0.50602,0.33438,0.29882,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_100_0.6,llama_2_7b,tulu_all,1.0,science_100,0.6,task_arithmetic,0.4888888888888889,0.375,0.1823170731707317,0.3229953520767536,0.29,0.065,0.4886056117362199,0.4965104685942173,0.5771428571428572,0.48592411260709917,54.38284121681042,13.424981004034914,67.47815230961298,0.0,0.0,0.0,0.0,0.0,0.58027,0.49591,0.0015,0.1018,0.04341,0.32774,0.0,0.19212,0.16903,0.35892,0.0,0.28719,0.29973,0.37428,0.54255,0.30502,0.29973,0.0,0.54455,0.49082,0.0,0.10493,0.04407,0.36104,0.0,0.19251,0.1572,0.41055,0.0,0.27844,0.24172,0.36322,0.52121,0.30027,0.27844,,,
linear_weighted-llama_2_7b-tulu_all_0.3-llama_2_7b-tulu_none-science_100_0.7,llama_2_7b,tulu_all,0.3,science_100,0.7,linear_weighted,0.45185185185185184,0.3925925925925926,0.15152439024390243,0.2487155768795125,0.175,0.085,0.44851160803304374,0.4533542230451503,0.7907142857142857,0.3635250917992656,55.284069960497696,15.650309334869108,23.379052369077307,0.0,0.0,0.0,0.0,0.28879,0.57117,0.55955,0.00151,0.10701,0.04521,0.34065,0.0,0.17519,0.1809,0.39453,0.0,0.29064,0.30526,0.37659,0.54815,0.34198,0.30526,0.29592,0.54146,0.55696,0.0,0.09585,0.0426,0.36999,0.0,0.17717,0.15961,0.40923,0.0,0.28204,0.26552,0.3585,0.51098,0.33316,0.29592,,,
linear_weighted-llama_2_7b-tulu_all_0.1-llama_2_7b-tulu_none-science_100_0.9,llama_2_7b,tulu_all,0.1,science_100,0.9,linear_weighted,0.36481481481481487,0.34814814814814815,0.12987804878048778,0.21259126737492667,0.14,0.065,0.40820395954992167,0.39360489958695344,0.8804285714285714,0.3072215422276622,55.21320264628256,15.371418327106998,9.402241594022415,0.0,0.0,0.0,0.0,0.12821,0.515,0.57988,0.0,0.07593,0.05654,0.37323,0.0,0.1698,0.18961,0.37546,0.0,0.28836,0.28755,0.34385,0.54955,0.32114,0.28836,0.06684,0.53314,0.57825,0.0,0.08312,0.0403,0.40157,0.0,0.17184,0.16203,0.40121,0.0,0.28262,0.26055,0.35831,0.54412,0.31684,0.28262,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_1000_0.3,llama_2_7b,tulu_all,1.0,science_1000,0.3,task_arithmetic,0.4694444444444444,0.4055555555555556,0.18597560975609756,0.3549599894178162,0.32,0.08,0.4920951431420026,0.5063381284717277,0.5754285714285714,0.5030599755201959,51.70305890877572,13.33473994465161,69.91260923845194,0.0,0.0,0.0,0.0,0.42883,0.56165,0.48816,0.00141,0.12297,0.0523,0.35912,0.0,0.19542,0.18498,0.32187,0.0,0.30645,0.35056,0.46317,0.62393,0.35854,0.35056,0.39339,0.54061,0.47397,0.0,0.14286,0.04225,0.38611,0.0,0.19752,0.15837,0.39138,0.0,0.31017,0.32905,0.48563,0.66829,0.36288,0.38611,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_1000_0.2,llama_2_7b,tulu_all,1.0,science_1000,0.2,task_arithmetic,0.47777777777777775,0.40277777777777785,0.19573170731707318,0.32684644321924394,0.325,0.085,0.49323458196838055,0.5069078478849167,0.6161428571428571,0.4969400244798042,50.32141837360406,13.068371125627714,71.16104868913857,0.0,0.0,0.0,0.0,0.43226,0.4928,0.53726,0.00143,0.13133,0.04996,0.3483,0.0,0.20156,0.15785,0.26355,0.0,0.28311,0.30864,0.43448,0.59322,0.3409,0.30864,0.39412,0.49575,0.53716,0.0,0.16199,0.04752,0.37771,0.0,0.20261,0.12909,0.2948,0.0,0.29219,0.30012,0.46095,0.60848,0.34491,0.30012,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_1000_0.1,llama_2_7b,tulu_all,1.0,science_1000,0.1,task_arithmetic,0.436111111111111,0.4157407407407408,0.1902439024390244,0.33367984616757557,0.31,0.085,0.4955134596211366,0.5080472867112947,0.6245714285714286,0.49326805385556916,50.09841351362066,12.859855519045615,73.50374064837905,0.0,0.0,0.0,0.0,0.45383,0.41586,0.5151,0.00147,0.1437,0.03959,0.35833,0.0,0.20155,0.1547,0.24566,0.0,0.21655,0.28143,0.40394,0.57522,0.32381,0.28143,0.37534,0.39859,0.52194,0.0,0.16372,0.03761,0.39208,0.0,0.20384,0.13832,0.27945,0.0,0.23499,0.27937,0.41027,0.59847,0.32601,0.27945,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_1000_0.5,llama_2_7b,tulu_all,1.0,science_1000,0.5,task_arithmetic,0.4722222222222222,0.40370370370370384,0.16829268292682925,0.3315209341364668,0.31,0.06,0.49017234012248967,0.49793476712718987,0.4797142857142857,0.4969400244798042,51.2476448689753,12.85647649089786,67.24782067247821,0.0,0.0,0.0,0.0,0.33107,0.61739,0.569,0.00135,0.1069,0.04736,0.41056,0.0,0.19163,0.2095,0.35671,0.0,0.33163,0.42574,0.49875,0.61538,0.37868,0.35671,0.33486,0.58011,0.57087,0.0,0.10588,0.03725,0.45387,0.0,0.19247,0.19,0.45437,0.0,0.33429,0.39592,0.47908,0.66334,0.38873,0.39592,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_1000_0.4,llama_2_7b,tulu_all,1.0,science_1000,0.4,task_arithmetic,0.4759259259259258,0.400925925925926,0.18475609756097558,0.33187779901137904,0.32,0.08,0.49344822674832645,0.5007121492664862,0.5398571428571428,0.5140758873929009,51.4886513209744,13.200189154178466,70.07481296758104,0.0,0.0,0.0,0.0,0.41166,0.58076,0.52438,0.00574,0.12204,0.04882,0.3768,0.0,0.19235,0.1868,0.32234,0.0,0.3269,0.36073,0.44624,0.63559,0.3673,0.36073,0.36771,0.55721,0.51132,0.0,0.12538,0.04247,0.40803,0.0,0.19427,0.17019,0.40895,0.0,0.305,0.36735,0.48576,0.6618,0.37066,0.36771,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_1000_0.6,llama_2_7b,tulu_all,1.0,science_1000,0.6,task_arithmetic,0.44537037037037047,0.42037037037037034,0.16310975609756098,0.30057603330747634,0.295,0.055,0.49038598490243557,0.49344822674832645,0.4207142857142857,0.48959608323133413,50.66498361745085,12.916605511200125,64.85642946317104,0.0,0.0,0.0,0.0,0.23232,0.63211,0.61451,0.0,0.09687,0.04416,0.44924,0.0,0.19157,0.21106,0.39099,0.0,0.34592,0.43478,0.50986,0.62832,0.38434,0.39099,0.28115,0.60406,0.59722,0.0,0.10431,0.03811,0.49307,0.0,0.19135,0.1907,0.4798,0.0,0.35046,0.42331,0.48987,0.67347,0.39899,0.42331,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_1000_0.7,llama_2_7b,tulu_all,1.0,science_1000,0.7,task_arithmetic,0.43703703703703706,0.40277777777777785,0.16951219512195123,0.2563893103045863,0.325,0.055,0.4886056117362199,0.48953140578265203,0.362,0.49938800489596086,50.94932957096606,12.80384288017044,63.2334581772784,0.0,0.0,0.0,0.0,0.18733,0.64875,0.58141,0.00306,0.10245,0.05352,0.47788,0.0,0.19132,0.2027,0.39369,0.0,0.34783,0.4086,0.484,0.6484,0.38094,0.39369,0.18972,0.62466,0.56116,0.0,0.07431,0.04034,0.51607,0.0,0.19023,0.18288,0.4661,0.0,0.33655,0.40519,0.44741,0.6631,0.38272,0.40519,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_1000_0.8,llama_2_7b,tulu_all,1.0,science_1000,0.8,task_arithmetic,0.4314814814814814,0.4129629629629629,0.15884146341463412,0.29728319328485453,0.285,0.07,0.4859706594502208,0.48454636091724823,0.31442857142857145,0.4920440636474908,50.183608443533636,12.873683700776063,59.90037359900373,0.0,0.0,0.0,0.0,0.04698,0.66026,0.14147,0.00164,0.0936,0.05583,0.49176,0.0,0.19127,0.19557,0.37272,0.0,0.33861,0.38938,0.45534,0.62069,0.32203,0.33861,0.13043,0.64676,0.1225,0.0,0.06538,0.03632,0.53951,0.0,0.18799,0.19487,0.46226,0.0,0.31878,0.39798,0.43921,0.64444,0.33736,0.31878,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-science_1000_0.9,llama_2_7b,tulu_all,1.0,science_1000,0.9,task_arithmetic,0.4685185185185186,0.40740740740740733,0.15701219512195122,0.25812614290489394,0.245,0.055,0.4830508474576271,0.47813701751887194,0.259,0.5018359853121175,49.868632451230646,12.513067004849868,57.16957605985037,0.0,0.0,0.0,0.0,0.01389,0.6479,0.00015,0.0,0.05583,0.04126,0.50199,0.0,0.18903,0.18811,0.39753,0.0,0.348,0.36923,0.44801,0.61929,0.30281,0.348,0.00562,0.64539,0.00061,0.0,0.03396,0.03019,0.55525,0.0,0.18904,0.17967,0.46823,0.0,0.32877,0.37961,0.41628,0.61224,0.30895,0.32877,,,
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-safety_80_0.2,llama_2_7b,tulu_all,1.0,safety_80,0.2,task_arithmetic,0.45925925925925926,0.42962962962962964,0.2097560975609756,0.3566321685186368,0.305,0.065,0.4871813132032474,0.5081897165645919,0.04814285714285714,0.5813953488372093,46.434340308103906,11.321654010974314,70.4968944099379,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,91.99999632000015,5.9999997600000095
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-safety_80_0.3,llama_2_7b,tulu_all,1.0,safety_80,0.3,task_arithmetic,0.4407407407407406,0.42222222222222217,0.20152439024390242,0.3601550416660286,0.315,0.065,0.48625551915681525,0.501709158239567,0.003,0.6193390452876377,44.403782837222906,10.588565734991235,63.49502487562189,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75,80.79999676800013,4.499999820000007
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-safety_80_0.1,llama_2_7b,tulu_all,1.0,safety_80,0.1,task_arithmetic,0.4638888888888889,0.40648148148148144,0.18749999999999997,0.32708347304737856,0.305,0.08,0.49216635806865117,0.508545791197835,0.2847142857142857,0.5275397796817626,47.69764702021746,12.362458605418924,72.2291407222914,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,96.79999612800017,17.499999300000027
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-safety_80_0.4,llama_2_7b,tulu_all,1.0,safety_80,0.4,task_arithmetic,0.42685185185185187,0.37037037037037046,0.21402439024390243,0.32939740166199427,0.31,0.07,0.4787779518587096,0.4965104685942173,0.0,0.627906976744186,42.30284652194108,10.216449165599794,55.666251556662516,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,72.79999708800011,2.9999998800000047
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-safety_80_0.5,llama_2_7b,tulu_all,1.0,safety_80,0.5,task_arithmetic,0.4046296296296296,0.4055555555555555,0.21371951219512195,0.3442675085240969,0.31,0.07,0.4727246830935764,0.49252243270189433,0.0,0.6572827417380661,40.089850936492454,9.723442774049138,42.723880597014926,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,60.799997568000094,0.9999999600000016
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-safety_80_0.9,llama_2_7b,tulu_all,1.0,safety_80,0.9,task_arithmetic,0.3064814814814815,0.35,0.15792682926829268,0.3056839567968089,0.22,0.05,0.4584104828372027,0.4620424440962826,0.0,0.5226438188494492,28.55705561758078,6.897810264885209,17.267080745341616,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,38.79999844800006,0.9999999600000016
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-safety_80_0.7,llama_2_7b,tulu_all,1.0,safety_80,0.7,task_arithmetic,0.35185185185185186,0.38611111111111107,0.18414634146341466,0.3162025762125815,0.305,0.07,0.4662441247685515,0.4819114086312491,0.0,0.6217870257037944,35.505618165725345,8.415303195376326,25.74626865671642,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,48.79999804800008,1.4999999400000024
linear_weighted-llama_2_7b-tulu_all_0.8-llama_2_7b-tulu_none-safety_80_0.2,llama_2_7b,tulu_all,0.8,safety_80,0.2,linear_weighted,0.45925925925925914,0.3722222222222222,0.20670731707317078,0.3476121307522803,0.315,0.085,0.4883207520296254,0.5043441105255662,0.010285714285714285,0.5740514075887393,44.627838351426966,10.955579808797172,64.22360248447205,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,89.99999640000014,5.499999780000008
task_arithmetic-llama_2_7b-tulu_all_1.0-llama_2_7b-tulu_none-safety_80_0.6,llama_2_7b,tulu_all,1.0,safety_80,0.6,task_arithmetic,0.3777777777777778,0.3916666666666667,0.19908536585365852,0.3107228043420749,0.265,0.06,0.46916393676114515,0.48789346246973364,0.0,0.6474908200734394,37.83792668050153,9.112216783715096,31.716417910447763,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,52.399997904000074,1.4999999400000024
linear_weighted-llama_2_7b-tulu_all_0.9-llama_2_7b-tulu_none-safety_80_0.1,llama_2_7b,tulu_all,0.9,safety_80,0.1,linear_weighted,0.4629629629629629,0.3981481481481481,0.19176829268292683,0.3533985694513898,0.325,0.075,0.49323458196838055,0.508545791197835,0.202,0.5226438188494492,46.308590037725,12.053036391374327,70.44887780548629,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,96.79999612800017,14.49999942000002
linear_weighted-llama_2_7b-tulu_all_0.5-llama_2_7b-tulu_none-safety_80_0.5,llama_2_7b,tulu_all,0.5,safety_80,0.5,linear_weighted,0.38148148148148153,0.375925925925926,0.1945121951219512,0.32280257969773185,0.165,0.06,0.46140150975644495,0.47927645634524996,0.0,0.5214198286413708,38.47500083820858,10.755383206581191,18.074534161490682,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,43.59999825600006,0.9999999600000016
linear_weighted-llama_2_7b-tulu_all_0.4-llama_2_7b-tulu_none-safety_80_0.6,llama_2_7b,tulu_all,0.4,safety_80,0.6,linear_weighted,0.375,0.3194444444444444,0.15152439024390243,0.2807005442643138,0.185,0.04,0.45057684090585387,0.4646773963822817,0.0,0.5079559363525091,35.81827339336879,9.432541509871404,11.490683229813664,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34.79999860800005,0.4999999800000008
linear_weighted-llama_2_7b-tulu_all_0.1-llama_2_7b-tulu_none-safety_80_0.9,llama_2_7b,tulu_all,0.1,safety_80,0.9,linear_weighted,0.16666666666666663,0.28703703703703703,0.11798780487804879,0.2118567785382329,0.105,0.04,0.4066372311636519,0.4047856430707876,0.0,0.423500611995104,27.070774165598124,6.432516622515577,4.3478260869565215,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.59999945600002,0.0
